HarbourName,Date,Depth,OrganismsGroup,Species Name,Ident.Certain,Comments,Comments 2
Gothenburg,22-08-13,3,Benthos,Parvicardium scabrum,yes,,
Gothenburg,22-08-13,3,Benthos,Corophium volutator,yes,,
Gothenburg,22-08-13,3,Benthos,Abra alba,yes,,
Gothenburg,22-08-13,3,Benthos,Abra prismatica,yes,,
Gothenburg,22-08-13,3,Benthos,Abra prismatica,yes,,
Gothenburg,22-08-13,3,Benthos,Aphelochaeta marioni,yes,,
Gothenburg,22-08-13,3,Benthos,Aphelochaeta sp.,yes,send to Peter Guransson,
Gothenburg,22-08-13,3,Benthos,Corophium volutator,yes,,
Gothenburg,22-08-13,3,Benthos,Hediste diversicolor,yes,forgot to weight,
Gothenburg,22-08-13,3,Benthos,Heteromastus filiformis,yes,,
Gothenburg,22-08-13,3,Benthos,Macoma balthica,yes,,
Gothenburg,22-08-13,3,Benthos,Nephtys hombergii,yes,,
Gothenburg,22-08-13,3,Benthos,Parvicardium scabrum,yes,,
Gothenburg,22-08-13,3,Benthos,Peringia ulvae,yes,,
Gothenburg,22-08-13,3,Benthos,Peringia ulvae,yes,,
Gothenburg,22-08-13,3,Benthos,Polydora cornuta,yes,,
Gothenburg,22-08-13,3,Benthos,Terebellides stroemi,yes,,
Gothenburg,22-08-13,3,Benthos,Spio filicornis,yes,,
Gothenburg,22-08-13,3,Benthos,Modiolus modiolus,yes,,
Gothenburg,22-08-13,3,Benthos,Mya arenaria,yes,,
Gothenburg,22-08-13,3,Benthos,Mya arenaria,yes,,
Gothenburg,22-08-13,3,Benthos,Mya arenaria,yes,,
Gothenburg,22-08-13,3,Benthos,Neanthes succinea,yes,forgot to weight,
Gothenburg,22-08-13,3,Benthos,Neanthes succinea,yes,,
Gothenburg,22-08-13,3,Benthos,Nephtys hombergii,yes,,
Gothenburg,22-08-13,3,Benthos,Nephtys hombergii,yes,,
Gothenburg,22-08-13,3,Benthos,Parvicardium scabrum,yes,juvenile,
Gothenburg,22-08-13,3,Benthos,Peringia ulvae,yes,,
Gothenburg,22-08-13,3,Benthos,Polydora cornuta,yes,,
Gothenburg,22-08-13,3,Benthos,Rissoa membranacea,yes,,
Gothenburg,22-08-13,3,Benthos,Terebellides stroemi,yes,,
Gothenburg,22-08-13,3,Benthos,Harmothoe imbricata,yes,,
Gothenburg,22-08-13,3,Benthos,Hediste diversicolor,yes,,
Gothenburg,22-08-13,3,Benthos,Heteromastus filiformis,yes,,
Gothenburg,22-08-13,3,Benthos,Liocarcinus navigator,yes,,
Gothenburg,22-08-13,3,Benthos,Macoma balthica,yes,,
Gothenburg,22-08-13,3,Benthos,Macoma balthica,yes,,
Gothenburg,22-08-13,3,Benthos,Nereis sp,yes,juvenile,
Gothenburg,16-08-13,6,Benthos,Corophium volutator,yes,,
Gothenburg,16-08-13,6,Benthos,Prostoma obscurum,yes,,
Gothenburg,16-08-13,7,Benthos,Marenzelleria viridis,yes,,
Gothenburg,16-08-13,7,Benthos,Microdeutopus gryllotalpa/propinquus,yes,males/females,
Gothenburg,16-08-13,7,Benthos,Mya arenaria,yes,,Whole sample in poor condition
Gothenburg,16-08-13,7,Benthos,Neanthes succinea,yes,,
Gothenburg,16-08-13,7,Benthos,Corophium sp.,yes,,Whole sample in poor condition
Gothenburg,16-08-13,7,Benthos,Corophium volutator,yes,,Whole sample in poor condition
Gothenburg,16-08-13,7,Benthos,Corophium volutator,yes,,
Gothenburg,16-08-13,6,Benthos,Corophium volutator,yes,,
Gothenburg,16-08-13,7,Benthos,Crangon crangon,yes,,Whole sample in poor condition
Gothenburg,16-08-13,6,Benthos,Prostoma obscurum,yes,,
Gothenburg,16-08-13,6,Benthos,Prostoma obscurum,yes,,
Gothenburg,16-08-13,7,Benthos,Amphibalanus improvisus,yes,Found in fragments on rocks and shells,
Gothenburg,16-08-13,6,Benthos,Baltidrilus costatus,yes,,
Gothenburg,16-08-13,7,Benthos,Tubificoides benedii,yes,,Whole sample in poor condition
Gothenburg,16-08-13,7,Benthos,Tubificoides benedii,yes,,
Gothenburg,16-08-13,6,Benthos,Baltidrilus costatus,yes,,
Gothenburg,16-08-13,7,Benthos,Corophium volutator,yes,,
Gothenburg,16-08-13,6,Benthos,Corophium volutator,yes,,
Gothenburg,16-08-13,6,Benthos,Hediste diversicolor,yes,,
Gothenburg,16-08-13,6,Benthos,Hediste diversicolor,yes,,
Gothenburg,16-08-13,7,Benthos,Jaera albifrons,yes,,
Gothenburg,16-08-13,7,Benthos,Marenzelleria viridis,yes,,
Gothenburg,16-08-13,7,Benthos,Microdeutopus gryllotalpa/propinquus,yes,males/females,Whole sample in poor condition
Gothenburg,16-08-13,7,Benthos,Phoronis muelleri,yes,Found in fragments in tubes,Whole sample in poor condition
Gothenburg,16-08-13,6,Benthos,Spio filicornis,yes,,
Gothenburg,16-08-13,7,Benthos,Streblospio benedicti,yes,,Whole sample in poor condition
Gothenburg,16-08-13,7,Benthos,Tubificoides pseudogaster,yes,,Whole sample in poor condition
Gothenburg,16-08-13,7,Benthos,Mya arenaria,yes,,
Gothenburg,16-08-13,7,Benthos,Mya arenaria,yes,,
Gothenburg,16-08-13,7,Benthos,Neanthes succinea,yes,Whole sample in poor condition,
Gothenburg,16-08-13,7,Benthos,Neanthes succinea,yes,,
Gothenburg,16-08-13,7,Benthos,Polydora cornuta,yes,Found in fragments,
Gothenburg,16-08-13,7,Benthos,Polydora sp.,yes,Found in fragments,Whole sample in poor condition
Gothenburg,16-08-13,6,Benthos,Spio filicornis,yes,,
Gothenburg,16-08-13,6,Benthos,Spio filicornis,yes,,
Gothenburg,16-08-13,7,Benthos,Streblospio benedicti,yes,,
Gothenburg,16-08-13,7,Benthos,Tubificoides pseudogaster,yes,,
Gothenburg,16-08-13,7,Benthos,Tubificoides pseudogaster,yes,,
Gothenburg,16-08-13,6,Benthos,Hediste diversicolor,yes,,
Gothenburg,16-08-13,7,Benthos,Heteromastus filiformis,yes,,
Gothenburg,16-08-13,7,Benthos,Microdeutopus gryllotalpa/propinquus,yes,males/females,
Gothenburg,16-08-13,7,Benthos,Modiolus modiolus,yes,,Whole sample in poor condition
Gothenburg,16-08-13,6,Benthos,Modiolus modiolus,yes,juvenile,
Gothenburg,16-08-13,7,Benthos,Amphibalanus improvisus,yes,Found in fragments on modiuolus shell,Whole sample in poor condition
Gothenburg,16-08-13,6,Benthos,Baltidrilus costatus,yes,,
Skoldvik,15-08-13,4.7,Fouling,Amphibalanus improvisus,yes,,upside
Skoldvik,15-08-13,5.5,Fouling,Amphibalanus improvisus,yes,,underside
Skoldvik,15-08-13,3,Fouling,Amphibalanus improvisus,yes,,underside
Skoldvik,15-08-13,3,Phytoplankton,Amphora spp.,yes,cell: 2530um,
Skoldvik,15-08-13,16.7,Phytoplankton,Anabaena baltica,yes, 2 (filament: 6x100um,
Skoldvik,15-08-13,16.7,Phytoplankton,Anabaena lemmermannii,yes, (filament: 5x10,
Skoldvik,15-08-13,4.7,Phytoplankton,Anabaena spp.,yes,filament: 57x100um,
Skoldvik,15-08-13,16.7,Phytoplankton,Aphanizomenon flosaquae,yes,filament: 5x100um,
Skoldvik,15-08-13,16.7,Phytoplankton,Aphanocapsa,yes,20,
Skoldvik,15-08-13,4.7,Phytoplankton,Aphanocapsa,yes,  3 (50),
Skoldvik,15-08-13,16.7,Phytoplankton,Aulacoseira islandica islandica,yes,,
Skoldvik,15-08-13,4.7,Phytoplankton,Botryococcus braunii,yes, 1 (colony),
Skoldvik,15-08-13,5.5,Fouling,Cercopagis pengoi,yes,,
Skoldvik,15-08-13,16.7,Fouling,Cercopagis pengoi,yes,,underside
Skoldvik,15-08-13,3,Fouling,Cercopagis pengoi,yes,,underside
Skoldvik,15-08-13,17,Phytoplankton,Chaetoceros minimus,yes,cell: 3x1015um,
Skoldvik,15-08-13,5.5,Mobile epifauna,Neogobius melanostomus,yes,,
Skoldvik,15-08-13,3,Phytoplankton,Nitzschia spp.,yes,  2 (cell: 3x40um),
Skoldvik,15-08-13,4.7,Phytoplankton,Nodularia spumigena,yes, 2 (filament: 810,
Skoldvik,15-08-13,17,Phytoplankton,Oblea rotunda,yes, HET 1 (cell: 22, complex
Skoldvik,15-08-13,5.5,Benthos,Oligochaeta,yes,counted 3,
Skoldvik,15-08-13,4.7,Phytoplankton,Oocystis lacustris,yes, 2 (cell: 910x121,
Skoldvik,15-08-13,3,Phytoplankton,Oocystis spp.,yes,  2 (cell: 45x78um),
Skoldvik,15-08-13,17,Phytoplankton,Oocystis submarina,yes, 1 (cell: 45x68um,
Skoldvik,15-08-13,16.7,Phytoplankton,Pennales,yes,  2 ( 45x1525),
Skoldvik,15-08-13,16.7,Phytoplankton,Peridiniales,yes,cell: 1015um,
Skoldvik,15-08-13,17,Phytoplankton,Peridiniales,yes,  1 (cell: <10um),
Skoldvik,15-08-13,3,Phytoplankton,Peridiniales,yes,  1 (cell: <10um),
Skoldvik,15-08-13,17,Phytoplankton,Plagioselmis prolonga,yes,cell: 57x34um,
Skoldvik,15-08-13,16.7,Phytoplankton,Chaetoceros wighamii,yes, 16 (cell:1517X8,
Skoldvik,15-08-13,16.7,Fouling,Chironomidae spp.,yes,,underside
Skoldvik,15-08-13,4.7,Fouling,Chironomidae spp.,yes,,upside
Skoldvik,15-08-13,5.5,Fouling,Chironomidae spp.,yes,,underside
Skoldvik,15-08-13,3,Fouling,Chironomidae spp.,yes,,upside
Skoldvik,15-08-13,3,Phytoplankton,Chroococcales,yes,  8 (50),
Skoldvik,15-08-13,3,Phytoplankton,Chrysochromulina spp.,yes,cell: 610um,
Skoldvik,15-08-13,16.7,Benthos,Cordylophora caspia,yes,,
Skoldvik,15-08-13,16.7,Fouling,Cordylophora caspia,yes,,underside
Skoldvik,15-08-13,4.7,Fouling,Cordylophora caspia,yes,,underside
Skoldvik,15-08-13,16.7,Fouling,Apocorophium lacustre,yes,,detached
Skoldvik,15-08-13,3,Fouling,Apocorophium lacustre,yes,,upside
Skoldvik,15-08-13,5.5,Benthos,Corophium volutator,yes,counted 1,
Skoldvik,15-08-13,17,Phytoplankton,Coscinodiscus granii,yes, 1 (cell: 5070um,
Skoldvik,15-08-13,3,Zooplankton,Cyclopidae sp.,yes,IVV copepodite,
Skoldvik,15-08-13,3,Fouling,Alona sp.,yes,,upside
Skoldvik,15-08-13,16.7,Fouling,Amphibalanus improvisus,yes,,underside
Skoldvik,15-08-13,5.5,Fouling,Harpacticoida,yes,,upside
Skoldvik,15-08-13,3,Phytoplankton,Heterocapsa triquetra,yes,cell: 1921x1415um,
Skoldvik,15-08-13,5.5,Fouling,Jaera albifrons,yes,,underside
Skoldvik,15-08-13,3,Fouling,Jaera albifrons,yes,,underside
Skoldvik,15-08-13,16.7,Phytoplankton,Katablepharis spp.,yes,cell: 5x7um,
Skoldvik,15-08-13,3,Phytoplankton,Katablepharis spp.,yes,cell: 7x10um,
Skoldvik,15-08-13,5.5,Fouling,Leptocheirus pilosus,yes,,underside
Skoldvik,15-08-13,4.7,Fouling,Macoma balthica,no,small,
Skoldvik,15-08-13,4.7,Benthos,Marenzelleria neglecta,yes,Count 2,
Skoldvik,15-08-13,17,Phytoplankton,Cyclotella choctawhatcheeana,yes,cell: 5um,
Skoldvik,15-08-13,17,Phytoplankton,Cyclotella choctawhatcheeana,yes, 1 (cell:,
Skoldvik,15-08-13,4.7,Phytoplankton,Cylindrotheca closterium,yes,cell: >3x2025um,
Skoldvik,15-08-13,3,Zooplankton,Daphnia sp.,yes,,
Skoldvik,15-08-13,3,Phytoplankton,Desmodesmus bicellularis,yes,cell: 23x46um*2,
Skoldvik,15-08-13,16.7,Phytoplankton,Dinophysis acuminata,yes, 1 (cell: 2832um,
Skoldvik,15-08-13,3,Phytoplankton,Dinophysis rotundata,yes, HET 3 (cell: 40,
Skoldvik,15-08-13,3,Phytoplankton,Ebria tripartita,yes,cell: 1723um,
Skoldvik,15-08-13,16.7,Fouling,Einhornia crustulenta,yes, (Electra),underside
Skoldvik,15-08-13,5.5,Fouling,Einhornia crustulenta,yes, (Electra),upside
Skoldvik,15-08-13,4.7,Zooplankton,Eubosmina maritima,yes,,
Skoldvik,15-08-13,16.7,Fouling,Eurytemora affinis,yes,,underside
Skoldvik,15-08-13,17,Zooplankton,Eurytemora affinis,yes,female,
Skoldvik,15-08-13,3,Zooplankton,Eurytemora affinis,yes,IV copepodite,
Skoldvik,15-08-13,16.7,Phytoplankton,Eutreptiella spp.,yes,cell: 57x2025um,
Skoldvik,15-08-13,3,Phytoplankton,Eutreptiella spp.,yes,  4 (cell: 79x1520um),
Skoldvik,15-08-13,16.7,Phytoplankton,Pseudanabaena spp.,yes,filament: 1.5x100um,
Skoldvik,15-08-13,3,Phytoplankton,Pseudanabaena spp.,yes,filament: 1.5x100um,
Skoldvik,15-08-13,17,Phytoplankton,Pseudanabaena spp.,yes,  1 (filament: 0.5x100um,
Skoldvik,15-08-13,16.7,Phytoplankton,Pseudopedinella sp.,yes,cell: 8um,
Skoldvik,15-08-13,3,Phytoplankton,Pseudopedinella sp.,yes,cell: 6um,
Skoldvik,15-08-13,16.7,Phytoplankton,Pyramimonas spp.,yes,cell: 3x4um,
Skoldvik,15-08-13,17,Phytoplankton,Pyramimonas spp.,yes,cell: 5x57um,
Skoldvik,15-08-13,4.7,Phytoplankton,Pyramimonas spp.,yes,cell: 3x4um,
Skoldvik,15-08-13,3,Phytoplankton,Pyramimonas spp.,yes,cell: 3x4um,
Skoldvik,15-08-13,16.7,Phytoplankton,Romeria spp.,yes,filament: 1x100um,
Skoldvik,15-08-13,4.7,Phytoplankton,Merismopedia warmingiana,yes, 2 (4),
Skoldvik,15-08-13,16.7,Phytoplankton,Monoraphidium contortum,yes, 2 (cell: 1,
Skoldvik,15-08-13,4.7,Phytoplankton,Monoraphidium contortum,yes, 2 (cell: 1.5,
Skoldvik,15-08-13,16.7,Phytoplankton,Navicula spp.,yes, 1 (cell: 46x2030um),
Skoldvik,15-08-13,5.5,Fouling,Nematoda,yes,,upside
Skoldvik,15-08-13,4.7,Phytoplankton,Actinocyclus octonarius v. octonarius,yes,,
Skoldvik,15-08-13,5.5,Benthos,Amphibalanus improvisus,yes,Count 42,
Skoldvik,15-08-13,16.7,Fouling,Amphibalanus improvisus,yes,,upside
Skoldvik,15-08-13,4.7,Fouling,Amphibalanus improvisus,yes,,underside
Skoldvik,15-08-13,5.5,Fouling,Amphibalanus improvisus,yes,,underside
Skoldvik,15-08-13,17,Phytoplankton,Anabaena spp.,yes,filament: 57x100um,
Skoldvik,15-08-13,16.7,Fouling,Cerastoderma glaucum,yes,,upside
Skoldvik,15-08-13,5.5,Fouling,Cerastoderma glaucum,yes,,upside
Skoldvik,15-08-13,16.7,Zooplankton,Cercopagis pengoi,yes,,
Skoldvik,15-08-13,17,Phytoplankton,Chaetoceros ceratosporus v. ceratosporus,yes,,
Skoldvik,15-08-13,3,Phytoplankton,Monoraphidium minutum,yes,cell: 2,
Skoldvik,15-08-13,4.7,Phytoplankton,Chaetoceros throndsenii v. throndseinii,yes,cell: 2x812um,
Skoldvik,15-08-13,3,Phytoplankton,Protoceratium reticulatum,yes, 3 (cell: 34,
Skoldvik,15-08-13,17,Phytoplankton,Protoperidinium brevipes,yes, HET 1 (cell:,
Skoldvik,15-08-13,4.7,Phytoplankton,Teleaulax spp.,yes,cell: 1519x68um,
Skoldvik,15-08-13,3,Phytoplankton,Telonema subtile,yes,cell: 4x7um,
Skoldvik,15-08-13,16.7,Fouling,Tenellia adspersa,yes,,underside
Skoldvik,15-08-13,3,Fouling,Tenellia adspersa,yes,,upside
Skoldvik,15-08-13,3,Phytoplankton,Woronichinia sp.,yes,  5 (100),
Skoldvik,15-08-13,17,Phytoplankton,Skeletonema costatum,yes, 1 (cell: 2x35um,
Skoldvik,15-08-13,4.7,Phytoplankton,Heterocapsa triquetra,yes,cell: 1921x1415um,
Skoldvik,15-08-13,16.7,Fouling,Gammarus zaddachi,yes,,upside
Skoldvik,15-08-13,16.7,Phytoplankton,Gyrosigma spp.,yes, (100150x2030),
Skoldvik,15-08-13,3,Zooplankton,Evadne nordmanni,yes,,
Skoldvik,15-08-13,3,Phytoplankton,Flagellates,yes,cell: 35um,sizeclass 10
Skoldvik,15-08-13,17,Phytoplankton,Plagioselmis prolonga,yes, 1 (cell: 57x3,
Skoldvik,15-08-13,17,Phytoplankton,Planktolyngbya spp.,yes,  1 (filament: 1.5x100u,
Skoldvik,15-08-13,5.5,Benthos,Potamopyrgus antipodarum,yes,Count 1,
Skoldvik,15-08-13,3,Phytoplankton,Prymnesium sp.,yes,cell:58,
Skoldvik,15-08-13,17,Phytoplankton,Pseudanabaena spp.,yes,filament: 1.5x100um,
Skoldvik,15-08-13,16.7,Phytoplankton,Pseudopedinella sp.,yes,cell: 4um,
Skoldvik,15-08-13,4.7,Phytoplankton,Pseudopedinella sp.,yes,cell: 4um,
Skoldvik,15-08-13,17,Phytoplankton,Pyramimonas spp.,yes,cell: 3x4um,
Skoldvik,15-08-13,3,Phytoplankton,Pyramimonas spp.,yes,cell: 5x57um,
Skoldvik,15-08-13,4.7,Phytoplankton,Pyramimonas virginica,yes,cell: 2x4um,
Skoldvik,15-08-13,3,Benthos,Saduria entomon,yes,counted 1,
Skoldvik,15-08-13,16.7,Phytoplankton,Scenedesmus bicaudatus,yes, (cell: 3x1015,
Skoldvik,15-08-13,17,Phytoplankton,Mesodinium rubrum,yes,cell: 1620um,
Skoldvik,15-08-13,16.7,Phytoplankton,Monoraphidium arcuatum,yes, 1 (cell: 1,
Skoldvik,15-08-13,17,Phytoplankton,Monoraphidium contortum,yes,cell: 1,
Skoldvik,15-08-13,17,Phytoplankton,Monoraphidium komarkovae,yes,cell: 1,
Skoldvik,15-08-13,16.7,Fouling,Mytilopsis leucophaeata,yes,,underside
Skoldvik,15-08-13,4.7,Fouling,Mytilopsis leucophaeata,yes,,upside
Skoldvik,15-08-13,5.5,Fouling,Mytilopsis leucophaeata,yes,,underside
Skoldvik,15-08-13,3,Phytoplankton,Nitzschia spp.,yes,cell: 3x40um,
Skoldvik,15-08-13,3,Phytoplankton,Oblea rotunda,yes, HET 1 (cell: 22, complex
Skoldvik,15-08-13,16.7,Phytoplankton,Oocystis submarina,yes, 1 (cell: 45x68um,
Skoldvik,15-08-13,17,Phytoplankton,Pennales,yes,  1 (45x1015),
Skoldvik,15-08-13,16.7,Phytoplankton,Peridinium inconspicuum,yes, 1 (15x20),
Skoldvik,15-08-13,3,Phytoplankton,Plagioselmis prolonga,yes,cell: 79x45um,
Skoldvik,15-08-13,17,Phytoplankton,Chaetoceros subtilis v. subtilis,yes,1,
Skoldvik,15-08-13,16.7,Phytoplankton,Chaetoceros throndsenii v. throndseinii,yes,,
Skoldvik,15-08-13,5.5,Benthos,Chironomidae spp.,yes,counted 2,
Skoldvik,15-08-13,4.7,Fouling,Chironomidae spp.,yes,,underside
Skoldvik,15-08-13,3,Fouling,Chironomidae spp.,yes,,underside
Skoldvik,15-08-13,16.7,Phytoplankton,Chlorococcales,yes, 1 ( 24),
Skoldvik,15-08-13,17,Phytoplankton,Chroococcales,yes,20,
Skoldvik,15-08-13,4.7,Phytoplankton,Chrysochromulina spp.,yes,cell: 46um,
Skoldvik,15-08-13,16.7,Phytoplankton,Chrysochromulina spp.,yes,  3 (cell: 46um),
Skoldvik,15-08-13,5.5,Benthos,Cordylophora caspia,yes,,
Skoldvik,15-08-13,16.7,Fouling,Apocorophium lacustre,yes,,underside
Skoldvik,15-08-13,3,Fouling,Apocorophium lacustre,yes,,underside
Skoldvik,15-08-13,3,Zooplankton,Acartia bifilosa,yes,I copepodite,
Skoldvik,15-08-13,3,Zooplankton,Acartia bifilosa,yes,female,
Skoldvik,15-08-13,16.7,Fouling,Cercopagis pengoi,yes,,upside
Skoldvik,15-08-13,17,Zooplankton,Cercopagis pengoi,yes,,
Skoldvik,15-08-13,4.7,Zooplankton,Cercopagis pengoi,yes,,
Skoldvik,15-08-13,3,Zooplankton,Cercopagis pengoi,yes,,
Skoldvik,15-08-13,17,Phytoplankton,Chaetoceros gracilis,yes, 1 (cell: 5x6um),
Skoldvik,15-08-13,16.7,Phytoplankton,Chaetoceros minimus,yes,cell: 3x1015um,
Skoldvik,15-08-13,16.7,Phytoplankton,Chaetoceros minimus,yes, 2 (cell: 3x1015u,
Skoldvik,15-08-13,17,Phytoplankton,Chaetoceros minimus,yes, 1 (4x22),
Skoldvik,15-08-13,3,Phytoplankton,Aphanizomenon flosaquae,yes, 1 (filament:,
Skoldvik,15-08-13,16.7,Phytoplankton,Amphidinium sphenoides,yes, HET 1 (cell: 3,
Skoldvik,15-08-13,16.7,Phytoplankton,Anabaena spp.,yes,filament: 57x100um,
Skoldvik,15-08-13,3,Phytoplankton,Anabaena spp.,yes,filament: 57x100um,
Skoldvik,15-08-13,16.7,Phytoplankton,Anabaena spp.,yes,  8 (cell: 46),
Skoldvik,15-08-13,17,Phytoplankton,Anabaena spp.,yes,  1 (filament: 45x100um),
Skoldvik,15-08-13,4.7,Phytoplankton,Anabaena spp.,yes,  8 (cell 46 um),
Skoldvik,15-08-13,3,Phytoplankton,Anabaena spp.,yes,  8 (cell 46 um),
Skoldvik,15-08-13,16.7,Phytoplankton,Aphanizomenon spp.,yes,filament: 3x100um,
Skoldvik,15-08-13,4.7,Phytoplankton,Aphanizomenon spp.,yes,filament: 3x100um,
Skoldvik,15-08-13,3,Phytoplankton,Aphanizomenon spp.,yes,filament: 3x100um,
Skoldvik,15-08-13,16.7,Phytoplankton,Aphanizomenon spp.,yes,  4 (filament: 3x100um),
Skoldvik,15-08-13,17,Phytoplankton,Aphanizomenon flosaquae,yes,filament: 5x100um,
Skoldvik,15-08-13,4.7,Phytoplankton,Aphanizomenon flosaquae,yes,filament: 5x100um,
Skoldvik,15-08-13,3,Phytoplankton,Aphanizomenon flosaquae,yes,filament: 5x100um,
Skoldvik,15-08-13,16.7,Phytoplankton,Aphanizomenon flosaquae,yes, (filament: 5,
Skoldvik,15-08-13,17,Phytoplankton,Aphanizomenon flosaquae,yes, 1 (filament:,
Skoldvik,15-08-13,4.7,Phytoplankton,Aphanizomenon flosaquae,yes, 1 (filament:,
Skoldvik,15-08-13,17,Phytoplankton,Aphanocapsa,yes,20,
Skoldvik,15-08-13,4.7,Phytoplankton,Aphanocapsa,yes,20,
Skoldvik,15-08-13,3,Phytoplankton,Aphanocapsa,yes,  4 (100),
Skoldvik,15-08-13,5.5,Benthos,Battersia arctica,yes,,
Skoldvik,15-08-13,5.5,Fouling,Bivalvia,yes,small,
Skoldvik,15-08-13,3,Fouling,Bivalvia,yes,very small,upside
Skoldvik,15-08-13,4.7,Mobile epifauna,Palaemon elegans,yes,,
Skoldvik,15-08-13,16.7,Fouling,Bosmina sp.,yes,,upside
Skoldvik,15-08-13,5.5,Benthos,Cerastoderma glaucum,yes,counted 1,
Skoldvik,15-08-13,16.7,Fouling,Cerastoderma glaucum,yes,,upside
Skoldvik,15-08-13,16.7,Fouling,Cerastoderma glaucum,yes,,underside
Skoldvik,15-08-13,4.7,Fouling,Cerastoderma glaucum,yes,,upside
Skoldvik,15-08-13,4.7,Fouling,Cerastoderma glaucum,yes,,underside
Skoldvik,15-08-13,4.7,Fouling,Cerastoderma glaucum,yes,,upside
Skoldvik,15-08-13,5.5,Fouling,Cerastoderma glaucum,yes,,upside
Skoldvik,15-08-13,3,Fouling,Cerastoderma glaucum,yes,,upside
Skoldvik,15-08-13,3,Fouling,Cerastoderma glaucum,yes,,upside
Skoldvik,15-08-13,16.7,Fouling,Cercopagis pengoi,yes,,upside
Skoldvik,15-08-13,4.7,Zooplankton,Cyclopidae sp.,yes,IVV copepodite,
Skoldvik,15-08-13,16.7,Zooplankton,Acartia bifilosa,yes,female,
Skoldvik,15-08-13,17,Zooplankton,Acartia bifilosa,yes,female,
Skoldvik,15-08-13,4.7,Zooplankton,Acartia bifilosa,yes,female,
Skoldvik,15-08-13,3,Zooplankton,Acartia bifilosa,yes,II copepodite,
Skoldvik,15-08-13,3,Zooplankton,Acartia bifilosa,yes,III copepodite,
Skoldvik,15-08-13,3,Zooplankton,Acartia bifilosa,yes,IV copepodite,
Skoldvik,15-08-13,3,Zooplankton,Acartia bifilosa,yes,V copepodite,
Skoldvik,15-08-13,3,Zooplankton,Acartia bifilosa,yes,male,
Skoldvik,15-08-13,17,Phytoplankton,Achnanthes taeniata,yes, 1 (cell: 1220x4u,
Skoldvik,15-08-13,16.7,Phytoplankton,Actinocyclus octonarius v. octonarius,yes,,
Skoldvik,15-08-13,17,Phytoplankton,Actinocyclus octonarius v. octonarius,yes,,
Skoldvik,15-08-13,3,Phytoplankton,Actinocyclus octonarius v. octonarius,yes,,
Skoldvik,15-08-13,16.7,Benthos,Amphibalanus improvisus,yes,Count 2,
Skoldvik,15-08-13,5.5,Benthos,Amphibalanus improvisus,yes,Count 76,
Skoldvik,15-08-13,16.7,Fouling,Amphibalanus improvisus,yes,,underside
Skoldvik,15-08-13,16.7,Fouling,Amphibalanus improvisus,yes,,upside
Skoldvik,15-08-13,4.7,Fouling,Amphibalanus improvisus,yes,,upside
Skoldvik,15-08-13,4.7,Fouling,Amphibalanus improvisus,yes,,underside
Skoldvik,15-08-13,5.5,Fouling,Amphibalanus improvisus,yes,,upside
Skoldvik,15-08-13,5.5,Fouling,Amphibalanus improvisus,yes,,upside
Skoldvik,15-08-13,3,Fouling,Amphibalanus improvisus,yes,,upside
Skoldvik,15-08-13,3,Fouling,Amphibalanus improvisus,yes,,upside
Skoldvik,15-08-13,3,Fouling,Amphibalanus improvisus,yes,,underside
Skoldvik,15-08-13,3,Zooplankton,Amphibalanus improvisus,yes,  nauplii,
Skoldvik,15-08-13,4.7,Phytoplankton,Chaetoceros throndsenii v. throndseinii,yes,cell: 3x69um,
Skoldvik,15-08-13,4.7,Phytoplankton,Chaetoceros throndsenii v. throndseinii,yes,,
Skoldvik,15-08-13,17,Phytoplankton,Chaetoceros wighamii,yes, 1 (cell:5x5),
Skoldvik,15-08-13,16.7,Benthos,Chironomidae spp.,yes,counted 1,
Skoldvik,15-08-13,16.7,Benthos,Chironomidae spp.,yes,counted 2,
Skoldvik,15-08-13,4.7,Benthos,Chironomidae spp.,yes,counted 1,
Skoldvik,15-08-13,5.5,Benthos,Chironomidae spp.,yes,counted 2,
Skoldvik,15-08-13,5.5,Benthos,Chironomidae spp.,yes,counted 1,
Skoldvik,15-08-13,3,Benthos,Chironomidae spp.,yes,counted 1,
Skoldvik,15-08-13,16.7,Fouling,Chironomidae spp.,yes,,upside
Skoldvik,15-08-13,4.7,Fouling,Chironomidae spp.,yes,,upside
Skoldvik,15-08-13,4.7,Fouling,Chironomidae spp.,yes,,underside
Skoldvik,15-08-13,5.5,Fouling,Chironomidae spp.,yes,,upside
Skoldvik,15-08-13,5.5,Fouling,Chironomidae spp.,yes,,upside
Skoldvik,15-08-13,5.5,Fouling,Chironomidae spp.,yes,,underside
Skoldvik,15-08-13,16.7,Phytoplankton,Chroococcales,yes,20,
Skoldvik,15-08-13,4.7,Phytoplankton,Chroococcales,yes,20,
Skoldvik,15-08-13,17,Phytoplankton,Chroococcales,yes,  1 (cell: < 2um),
Skoldvik,15-08-13,16.7,Phytoplankton,Chrysochromulina spp.,yes,cell: 46um,
Skoldvik,15-08-13,17,Phytoplankton,Chrysochromulina spp.,yes,cell: 46um,
Skoldvik,15-08-13,4.7,Phytoplankton,Chrysochromulina spp.,yes,cell: 610um,
Skoldvik,15-08-13,3,Phytoplankton,Chrysochromulina spp.,yes,cell: 46um,
Skoldvik,15-08-13,17,Phytoplankton,Chrysochromulina spp.,yes,  1 (cell: 24um),
Skoldvik,15-08-13,16.7,Benthos,Cordylophora caspia,yes,,
